FUELANNUAL	HSVAL	GOR_DV	YEAR	HHSIZE	HHTYPE_DV	HSBEDS	TENURE_DV	NEMP_DV	NKIDS_DV	NPENS_DV	NUE_DV	LKMOVE	XPMOVE	FIHHMNGRS_DV	FIYRDIC_DV	FINNOW	FINFUT	SAVE	JBSTAT	SF1	RACEL_DV	BIRTHY	SEX	NCARS	ENVHABIT1_A	ENVHABIT3_A	ENVHABIT4_A	ENVHABIT6_A	ENVHABIT8_A	FUELDUEL	HEATCH	HHEAT	AGE	REGION	LONDON	LAT	LONG	NSAMPLES	T.FUEL	T.HVAL	T.HHINCOME	T.HHSAV
1968	145e3	6	2013	3	2 adults, not a couple, 1 or more children	4	Owned with mortgage	2	1	0	0	Wants to stay	Expect moving	2464.46	0	2	1	Monthly savings	Self employed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1969	Female	1	1	1	4	2	2	Separate	Some form of central heating	Yes	44	East of England	Not London	52.25103801	0.53921918	193	0.9335880549889266	0.9055633740777095	0.7804205864968256	0.5117662727140687
1200	25e4	6	2013	2	Couple both under pensionable age, no children	4	Owned with mortgage	0	0	0	2	Wants to stay	Not expecting to move	864.667	0	3	3	No monthly savings	Looking after family or home	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1963	Female	2	5	5	5	4	1	One bill	Some form of central heating	Yes	50	East of England	Not London	52.25103801	0.53921918	193	0.9025300868744667	0.9229800349228452	0.7546377734585734	0.5117662727140687
1044	235e3	6	2013	2	Couple 1 or more over pensionable age,no children	4	Owned outright	1	0	2	1	Wants to move	Not expecting to move	2872.18	203.107177734375	3	3	No monthly savings	Retired	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1939	Male	2	5	5	3	5	1	One bill	Some form of central heating	Yes	74	East of England	Not London	52.25103801	0.53921918	193	0.895054222918887	0.9207400667542301	0.7859510212775584	0.5432292288513738
1044	235e3	6	2013	2	Couple 1 or more over pensionable age,no children	4	Owned outright	1	0	2	1	Wants to move	Not expecting to move	2872.18	203.107177734375	3	3	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1938	Female	2	5	5	5	3	1	One bill	Some form of central heating	Yes	75	East of England	Not London	52.25103801	0.53921918	193	0.895054222918887	0.9207400667542301	0.7859510212775584	0.5432292288513738
1e3	23e4	6	2013	2	Couple 1 or more over pensionable age,no children	3	Owned with mortgage	0	0	2	2	Wants to move	Not expecting to move	2880.43	35.10646438598633	3	3	No monthly savings	Retired	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Male	2	2	1	5	1	0	One bill	Some form of central heating	Yes	77	East of England	Not London	52.25103801	0.53921918	193	0.8928550472519883	0.91997732403443655	0.7860594584959287	0.5181181940745468
1e3	23e4	6	2013	2	Couple 1 or more over pensionable age,no children	3	Owned with mortgage	0	0	2	2	Wants to move	Not expecting to move	2880.43	0	3	3	No monthly savings	Retired	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Female	2	1	5	5	3	1	One bill	Some form of central heating	Yes	77	East of England	Not London	52.25103801	0.53921918	193	0.8928550472519883	0.91997732403443655	0.7860594584959287	0.5117662727140687
1920	13e4	6	2013	3	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	2	0	0	1	Wants to move	Not expecting to move	2485	0	3	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Female	2	5	5	4	3	2	Separate	Some form of central heating	Yes	49	East of England	Not London	52.25103801	0.53921918	193	0.9318734809045615	0.9026832877875965	0.7807075628330026	0.5117662727140687
1560	18e4	6	2013	1	1 male, aged 65+, no children	3	Owned outright	0	0	1	1	Wants to stay	Not expecting to move	1109.33	0	2	3	No monthly savings	Retired	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1928	Male	1	5	1	5	1	2	Separate	Some form of central heating	Yes	85	East of England	Not London	52.25103801	0.53921918	193	0.9181317256187723	0.9118588562794454	0.7590971195123226	0.5117662727140687
1e3	285e3	6	2013	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to stay	Not expecting to move	2499.17	100	2	3	No monthly savings	Retired	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1933	Male	2	5	1	1	1	1	One bill	Some form of central heating	Yes	80	East of England	Not London	52.25103801	0.53921918	193	0.8928550472519883	0.9279456254950387	0.7809050027786878	0.5287261103959313
1e3	285e3	6	2013	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to move	Expect moving	2499.17	0	2	2	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1942	Female	2	5	5	3	3	1	One bill	Some form of central heating	Yes	71	East of England	Not London	52.25103801	0.53921918	193	0.8928550472519883	0.9279456254950387	0.7809050027786878	0.5117662727140687
1500	185e3	6	2013	4	Couple with 2 children	3	Owned with mortgage	1	2	0	1	Wants to stay	Not expecting to move	2244.08	0	2	1	No monthly savings	In paid employment (full or part-time)	1	Chinese (Asian or Asian British)	1977	Male	2	5	5	3	2	2	One bill	Some form of central heating	Yes	36	East of England	Not London	52.25103801	0.53921918	193	0.9156735367000481	0.9127140508436292	0.7772819270524386	0.5117662727140687
1e3	18e4	6	2013	3	2 adults, not a couple, 1 or more children	4	Owned outright	2	0	0	1	Wants to stay	Not expecting to move	2401.47	100	1	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1959	Female	3	5	5	3	1	3	One bill	Some form of central heating	Yes	54	East of England	Not London	52.25103801	0.53921918	193	0.8928550472519883	0.9118588562794454	0.7795347082753687	0.5287261103959313
1e3	18e4	6	2013	3	2 adults, not a couple, 1 or more children	4	Owned outright	2	0	0	1	Wants to stay	Not expecting to move	2401.47	103	1	3	Monthly savings	Full-time student	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1995	Male	3	5	5	4	1	1	One bill	Some form of central heating	Yes	18	East of England	Not London	52.25103801	0.53921918	193	0.8928550472519883	0.9118588562794454	0.7795347082753687	0.5291855081415331
1060	45e4	6	2013	4	3 or more adults, no children, incl. at least one couple	5	Owned outright	3	0	0	1	Wants to stay	Not expecting to move	1846.33	0	2	3	No monthly savings	Looking after family or home	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1955	Female	4	1	1	5	5	0	Separate	Some form of central heating	Yes	58	East of England	Not London	52.25103801	0.53921918	193	0.8958436475283685	0.9475542971197577	0.7713211913922973	0.5117662727140687
1555	65e4	6	2013	2	Couple 1 or more over pensionable age,no children	5	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	2426.43	25	2	3	No monthly savings	Self employed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1940	Male	3	5	1	4	5	0	Separate	Some form of central heating	Yes	73	East of England	Not London	52.25103801	0.53921918	193	0.9179288642562037	0.9657451962885806	0.7798867948056671	0.516338369767419
1555	65e4	6	2013	2	Couple 1 or more over pensionable age,no children	5	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	2426.43	0	1	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1942	Female	3	5	1	4	3	2	Separate	Some form of central heating	Yes	71	East of England	Not London	52.25103801	0.53921918	193	0.9179288642562037	0.9657451962885806	0.7798867948056671	0.5117662727140687
1308	28e4	6	2013	3	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	0	Wants to stay	Not expecting to move	7602.49	203.107177734375	2	2	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1965	Female	3	4	3	5	3	1	One bill	Some form of central heating	Yes	48	East of England	Not London	52.25103801	0.53921918	193	0.907435897745795	0.9272572953778978	0.8331374146907902	0.5432292288513738
1308	28e4	6	2013	3	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	0	Wants to move	Not expecting to move	7602.49	203.107177734375	2	2	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1959	Male	3	3	3	5	2	2	One bill	Some form of central heating	Yes	54	East of England	Not London	52.25103801	0.53921918	193	0.907435897745795	0.9272572953778978	0.8331374146907902	0.5432292288513738
1308	28e4	6	2013	3	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	0	Wants to move	Not expecting to move	7602.49	203.107177734375	2	1	Monthly savings	Self employed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1988	Female	3	2	2	2	2	2	One bill	Some form of central heating	Yes	25	East of England	Not London	52.25103801	0.53921918	193	0.907435897745795	0.9272572953778978	0.8331374146907902	0.5432292288513738
1943	19e4	6	2013	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	3363.57	15	2	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1961	Male	2	1	5	3	1	1	One bill	Some form of central heating	Yes	52	East of England	Not London	52.25103801	0.53921918	193	0.9326982263165411	0.9135590037438859	0.7921901076563083	0.5145393236535994
1943	19e4	6	2013	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	3363.57	35.10646438598633	2	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1963	Female	2	1	1	5	1	1	One bill	Some form of central heating	Yes	50	East of England	Not London	52.25103801	0.53921918	193	0.9326982263165411	0.9135590037438859	0.7921901076563083	0.5181181940745468
100	12e4	6	2013	2	Couple both under pensionable age, no children	2	Housing assoc rented	2	0	0	0	Wants to stay	Not expecting to move	1817.18	203.107177734375	2	2	No monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1991	Female	2	3	3	4	2	2	One bill	Some form of central heating	Yes	22	East of England	Not London	52.25103801	0.53921918	193	0.8351458842818195	0.9006957705021716	0.7708682525650575	0.5432292288513738
100	12e4	6	2013	2	Couple both under pensionable age, no children	2	Housing assoc rented	2	0	0	0	Wants to stay	Not expecting to move	1817.18	203.107177734375	2	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1985	Male	2	3	3	3	2	2	One bill	Some form of central heating	Yes	28	East of England	Not London	52.25103801	0.53921918	193	0.8351458842818195	0.9006957705021716	0.7708682525650575	0.5432292288513738
1500	17e4	6	2013	4	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	4	0	0	0	Wants to move	Not expecting to move	7624.83	0	3	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1961	Male	4	5	4	4	1	1	One bill	Some form of central heating	Yes	52	East of England	Not London	52.25103801	0.53921918	193	0.9156735367000481	0.9101167274824922	0.833310258621995	0.5117662727140687
1500	17e4	6	2013	4	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	4	0	0	0	Wants to move	Not expecting to move	7624.83	20	4	1	No monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Female	4	4	2	2	4	1	One bill	Some form of central heating	Yes	49	East of England	Not London	52.25103801	0.53921918	193	0.9156735367000481	0.9101167274824922	0.833310258621995	0.5154436696535554
1500	17e4	6	2013	4	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	4	0	0	0	Wants to stay	Expect moving	7624.83	0	1	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1987	Female	4	2	1	2	2	1	One bill	Some form of central heating	Yes	26	East of England	Not London	52.25103801	0.53921918	193	0.9156735367000481	0.9101167274824922	0.833310258621995	0.5117662727140687
1500	17e4	6	2013	4	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	4	0	0	0	Wants to move	Expect moving	7624.83	50	2	1	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1986	Male	4	1	1	4	1	1	One bill	Some form of central heating	Yes	27	East of England	Not London	52.25103801	0.53921918	193	0.9156735367000481	0.9101167274824922	0.833310258621995	0.5206740901984966
120	16e4	6	2013	1	1 adult under pensionable age, no children	3	Owned outright	0	0	0	1	Wants to move	Not expecting to move	369.172	1200	5	2	No monthly savings	Unemployed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1957	Male	1	6	4	5	1	2	One bill	Some form of central heating	No	56	East of England	Not London	52.25103801	0.53921918	193	0.8367978448773605	0.90833049147869	0.7448593580124309	0.6212608076390306
850	4e5	6	2013	2	Couple 1 or more over pensionable age,no children	3	Owned outright	2	0	1	0	Wants to stay	Not expecting to move	4823.63	293.60284423828125	1	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1946	Female	1	5	5	3	4	0	One bill	Some form of central heating	Yes	67	East of England	Not London	52.25103801	0.53921918	193	0.8850264018208849	0.9421658928868588	0.8085048945981139	0.5541728107491234
850	4e5	6	2013	2	Couple 1 or more over pensionable age,no children	3	Owned outright	2	0	1	0	Wants to stay	Not expecting to move	4823.63	2400	2	3	Monthly savings	Self employed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1951	Male	1	5	5	4	4	0	One bill	Some form of central heating	Yes	62	East of England	Not London	52.25103801	0.53921918	193	0.8850264018208849	0.9421658928868588	0.8085048945981139	0.6671862849510488
980	15e4	6	2013	3	1 adult, 2 or more children	3	Owned with mortgage	1	1	0	1	Wants to stay	Not expecting to move	1528.89	0	4	3	No monthly savings	Self employed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1974	Female	1	1	3	5	2	0	One bill	Some form of central heating	Yes	39	East of England	Not London	52.25103801	0.53921918	193	0.8918414007661403	0.906497856712875	0.7662602067015051	0.5117662727140687
840	18e4	6	2013	2	Couple both under pensionable age, no children	3	Owned outright	1	0	0	1	Wants to stay	Not expecting to move	5205.26	100	2	3	Monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1954	Male	2	5	5	4	4	2	One bill	Some form of central heating	Yes	59	East of England	Not London	52.25103801	0.53921918	193	0.8844851191950822	0.9118588562794454	0.8123188079425337	0.5287261103959313
840	18e4	6	2013	2	Couple both under pensionable age, no children	3	Owned outright	1	0	0	1	Wants to stay	Not expecting to move	5205.26	35.10646438598633	1	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1958	Female	2	5	4	4	3	2	One bill	Some form of central heating	Yes	55	East of England	Not London	52.25103801	0.53921918	193	0.8844851191950822	0.9118588562794454	0.8123188079425337	0.5181181940745468
979	25e4	6	2013	2	Couple 1 or more over pensionable age,no children	4	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	4926.36	200	1	3	Monthly savings	Retired	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1946	Male	2	4	5	3	3	3	One bill	Some form of central heating	Yes	67	East of England	Not London	52.25103801	0.53921918	193	0.8917904840226427	0.9229800349228452	0.8095477154896965	0.5428269044413244
2e3	45e4	6	2013	3	Couple with 1 child	4	Owned with mortgage	1	1	0	1	Wants to stay	Not expecting to move	10614.9	203.107177734375	4	2	Monthly savings	Looking after family or home	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1970	Female	2	4	2	2	1	1	One bill	Some form of central heating	Yes	43	East of England	Not London	52.25103801	0.53921918	193	0.9347171167059757	0.9475542971197577	0.8538591874918505	0.5432292288513738
